Index,Clinic Name,Dentist Name,Address,Phone,Email,Website,Google Maps URL
140,Dr. Erdélyi Zoltán Dentist,,?,+36 30 209 9856,,,https://www.google.com/maps/place/Dr.+Erd%C3%A9lyi+Zolt%C3%A1n+Dentist/data=!4m7!3m6!1s0x47470de4dc4b8e77:0xab0e6b705d4b4798!8m2!3d47.5386047!4d21.6240825!16s%2Fg%2F1tgf6kp6!19sChIJd45L3OQNR0cRmEdLXXBrDqs?authuser=0&hl=am&rclk=1
141,Paris Dental kft.,,Péterfia u. 21-23,,,,https://www.google.com/maps/place/Paris+Dental+kft./data=!4m7!3m6!1s0x47470d1160aeeb75:0x4bc357e9cf2195b1!8m2!3d47.5354441!4d21.6261614!16s%2Fg%2F11l3xz7w6r!19sChIJdeuuYBENR0cRsZUhz-lXw0s?authuser=0&hl=am&rclk=1
142,Dental Liget Kids - Gyermekfogászati Magánrendelo,,Gyires Béla utca 6,+36 30 353 5845,,,https://www.google.com/maps/place/Dental+Liget+Kids+-+Gyermekfog%C3%A1szati+Mag%C3%A1nrendel%C5%91/data=!4m7!3m6!1s0x474713cfe6e45abf:0x362613c34ace74cf!8m2!3d47.5439794!4d21.5981671!16s%2Fg%2F11ydg4p7wc!19sChIJv1rk5s8TR0cRz3TOSsMTJjY?authuser=0&hl=am&rclk=1
143,Dr. D. Tóth Etelka - Corner Dent,,Péterfia u. 2. 1-emelet 3,+36 30 262 5981,,,https://www.google.com/maps/place/Dr.+D.+T%C3%B3th+Etelka+-+Corner+Dent/data=!4m7!3m6!1s0x47470faf3f967907:0x6159871ca25773ca!8m2!3d47.5336411!4d21.6253591!16s%2Fg%2F11n12bj5y2!19sChIJB3mWP68PR0cRynNXohyHWWE?authuser=0&hl=am&rclk=1
144,Juhász Dental-Trade Bt.,,Hadházi út 71,+36 52 314 379,,,https://www.google.com/maps/place/Juh%C3%A1sz+Dental-Trade+Bt./data=!4m7!3m6!1s0x47470dc208876de3:0xf2cb93b1cebb844e!8m2!3d47.5473089!4d21.6391282!16s%2Fg%2F1hhxkmmzx!19sChIJ422HCMINR0cRToS7zrGTy_I?authuser=0&hl=am&rclk=1
145,Dorottya fogászat,,?,+36 52 342 883,,,https://www.google.com/maps/place/Dorottya+fog%C3%A1szat/data=!4m7!3m6!1s0x47470e0f7aa67db9:0x1860c9d797269270!8m2!3d47.5296968!4d21.6209388!16s%2Fg%2F1tg2c8h4!19sChIJuX2meg8OR0cRcJIml9fJYBg?authuser=0&hl=am&rclk=1
146,CCT Dent Dentistry,,Külsovásártér 3,+36 30 834 9493,,,https://www.google.com/maps/place/CCT+Dent+Dentistry/data=!4m7!3m6!1s0x47470e128539bd8b:0x25d8fa67c06789f4!8m2!3d47.5257958!4d21.6185987!16s%2Fg%2F11bbwxcrww!19sChIJi705hRIOR0cR9IlnwGf62CU?authuser=0&hl=am&rclk=1
147,Faculty of Dentistry,,?,,,,https://www.google.com/maps/place/Faculty+of+Dentistry/data=!4m7!3m6!1s0x47470d8c8e98a455:0x4a30bc3f5d9d8284!8m2!3d47.558057!4d21.6253772!16s%2Fg%2F11bwyf70y1!19sChIJVaSYjowNR0cRhIKdXT-8MEo?authuser=0&hl=am&rclk=1
148,Therma Dental Clinic Fogászat,,Péterfia u. 35,+36 52 425 783,,,https://www.google.com/maps/place/Therma+Dental+Clinic+Fog%C3%A1szat/data=!4m7!3m6!1s0x47470de1b6a45fdd:0x2351e8b0f1e5c96d!8m2!3d47.5367303!4d21.625932!16s%2Fg%2F11f54qrsmb!19sChIJ3V-ktuENR0cRbcnl8bDoUSM?authuser=0&hl=am&rclk=1
149,Dr Szakács És Társa Kft.,,Bem tér 9,+36 52 420 788,,,https://www.google.com/maps/place/Dr+Szak%C3%A1cs+%C3%89s+T%C3%A1rsa+Kft./data=!4m7!3m6!1s0x47470de4186ab7af:0x8e92b240f6df8328!8m2!3d47.5407932!4d21.6246955!16s%2Fg%2F1tfnxcdc!19sChIJr7dqGOQNR0cRKIPf9kCyko4?authuser=0&hl=am&rclk=1
150,Studio Bliss Fogászat és Szépségszalon,,Hunyadi János u. 22. 1-em 12,+36 70 421 8331,,,https://www.google.com/maps/place/Studio+Bliss+Fog%C3%A1szat+%C3%A9s+Sz%C3%A9ps%C3%A9gszalon/data=!4m7!3m6!1s0x4fc3f73feeb28c63:0x2652b41f0542ffaf!8m2!3d47.5346573!4d21.6266299!16s%2Fg%2F11kbz6nywc!19sChIJY4yy7j_3w08Rr_9CBR-0UiY?authuser=0&hl=am&rclk=1
151,Fonix Dental Kft.,,István út 13,,,,https://www.google.com/maps/place/F%C5%91nix+Dental+Kft./data=!4m7!3m6!1s0x47470e100c632dbd:0xba150cc5fb7a216b!8m2!3d47.5273572!4d21.6076356!16s%2Fg%2F1tgwr0z2!19sChIJvS1jDBAOR0cRayF6-8UMFbo?authuser=0&hl=am&rclk=1
152,Szucs-Dent,,Csörsz u. 16,+36 52 341 527,,,https://www.google.com/maps/place/Sz%C5%B1cs-Dent/data=!4m7!3m6!1s0x47470e074de407ab:0x90beb9bb3691f667!8m2!3d47.5379829!4d21.6082775!16s%2Fg%2F1hc0_5xpt!19sChIJqwfkTQcOR0cRZ_aRNru5vpA?authuser=0&hl=am&rclk=1
153,Dr. Mizsei Gergo szájsebész szakorvos,,Dóczy József u. 14,,,,https://www.google.com/maps/place/Dr.+Mizsei+Gerg%C5%91+sz%C3%A1jseb%C3%A9sz+szakorvos/data=!4m7!3m6!1s0x47470d4031ee6009:0x78c2ccd3dd10eb97!8m2!3d47.5541648!4d21.6175446!16s%2Fg%2F11yc3s379n!19sChIJCWDuMUANR0cRl-sQ3dPMwng?authuser=0&hl=am&rclk=1
154,Dentist Dr. Kökényesi Viktor,,Pesti u. 41,+36 20 978 4942,,,https://www.google.com/maps/place/Dentist+Dr.+K%C3%B6k%C3%A9nyesi+Viktor/data=!4m7!3m6!1s0x47470e0896770b71:0x94f1bfbecce10c4e!8m2!3d47.5322084!4d21.6114148!16s%2Fg%2F1tklpb1k!19sChIJcQt3lggOR0cRTgzhzL6_8ZQ?authuser=0&hl=am&rclk=1
155,"Univita Kft fogászati és szájsebészeti rendelo, fogorvos Debrecen",,Vezér utca 1,+36 52 482 619,,,"https://www.google.com/maps/place/Univita+Kft+fog%C3%A1szati+%C3%A9s+sz%C3%A1jseb%C3%A9szeti+rendel%C5%91,+fogorvos+Debrecen/data=!4m7!3m6!1s0x4747120c7340f6e9:0xa1d11342d2031d0d!8m2!3d47.5560661!4d21.6059979!16s%2Fg%2F1tf5cj9m!19sChIJ6fZAcwwSR0cRDR0D0kIT0aE?authuser=0&hl=am&rclk=1"
156,Miami Smile Debrecen,,Egyetem sgrt. 22,+36 70 353 4000,,,https://www.google.com/maps/place/Miami+Smile+Debrecen/data=!4m7!3m6!1s0x47470dd17f27370b:0x6b491eb6d7794317!8m2!3d47.5399036!4d21.6216893!16s%2Fg%2F11ns3j43p9!19sChIJCzcnf9ENR0cRF0N517YeSWs?authuser=0&hl=am&rclk=1
157,Bemdent - debreceni fogorvosi rendelo,,Bem tér 9,+36 52 420 788,,,https://www.google.com/maps/place/Bemdent+-+debreceni+fogorvosi+rendel%C5%91/data=!4m7!3m6!1s0x47470de406329bc1:0x976f773f97dc61b6!8m2!3d47.5409095!4d21.6248826!16s%2Fg%2F1hdz782mj!19sChIJwZsyBuQNR0cRtmHclz93b5c?authuser=0&hl=am&rclk=1
158,CareDent Fogászat,,?,+36 30 606 4484,,,https://www.google.com/maps/place/CareDent+Fog%C3%A1szat/data=!4m7!3m6!1s0x47470df6ce0110ab:0x90bbfd63fa06f8e0!8m2!3d47.5353916!4d21.6261668!16s%2Fg%2F11lgqmgqkk!19sChIJqxABzvYNR0cR4PgG-mP9u5A?authuser=0&hl=am&rclk=1
159,Debredent,,Debrecen Varga utca 21 Bejárat a Holló János utca felol,+36 30 699 1915,,,https://www.google.com/maps/place/Debredent/data=!4m7!3m6!1s0x47470fb0803a6365:0x14cbd3b775b7e92b!8m2!3d47.5243835!4d21.629086!16s%2Fg%2F11lngcybbw!19sChIJZWM6gLAPR0cRK-m3dbfTyxQ?authuser=0&hl=am&rclk=1
160,Privát Praxis 2000 Bt. Berényi Péter Dr.,,Szent Anna u. 56,,,,https://www.google.com/maps/place/Priv%C3%A1t+Praxis+2000+Bt.+Ber%C3%A9nyi+P%C3%A9ter+Dr./data=!4m7!3m6!1s0x47470e71275c6a8f:0x819718b1e7cf45e0!8m2!3d47.5275854!4d21.6346717!16s%2Fg%2F1tgxgvq0!19sChIJj2pcJ3EOR0cR4EXP57EYl4E?authuser=0&hl=am&rclk=1
161,Bemdent,,Szent Anna u.,,,,https://www.google.com/maps/place/Bemdent/data=!4m7!3m6!1s0x47470e723434245d:0x34e48d1666d2cf0f!8m2!3d47.5272722!4d21.6319797!16s%2Fg%2F11fn6t676j!19sChIJXSQ0NHIOR0cRD8_SZhaN5DQ?authuser=0&hl=am&rclk=1
162,Royal-Dent Kft.,,?,,,,https://www.google.com/maps/place/Royal-Dent+Kft./data=!4m7!3m6!1s0x47470e0bc4816071:0x7416c1054f0076cb!8m2!3d47.532667!4d21.6207112!16s%2Fg%2F1thpvmb5!19sChIJcWCBxAsOR0cRy3YATwXBFnQ?authuser=0&hl=am&rclk=1
163,Pennifog Bt.,,Tinódi u. 15,+36 52 474 364,,,https://www.google.com/maps/place/Pennifog+Bt./data=!4m7!3m6!1s0x47470e61342034a5:0x1d008e69ea8d1bb7!8m2!3d47.5160183!4d21.6376198!16s%2Fg%2F1hhxcdcbz!19sChIJpTQgNGEOR0cRtxuN6mmOAB0?authuser=0&hl=am&rclk=1
164,Ferro-dent Bt.,,Wesselényi u. 47,,,,https://www.google.com/maps/place/Ferro-dent+Bt./data=!4m7!3m6!1s0x47470e701f3ee9d7:0x62623131bb8eeeb6!8m2!3d47.5218581!4d21.6290334!16s%2Fg%2F1tdqyhvv!19sChIJ1-k-H3AOR0cRtu6OuzExYmI?authuser=0&hl=am&rclk=1
165,Smilepoint,,Dósa Nádor tér 10,+36 52 230 034,,,https://www.google.com/maps/place/Smilepoint/data=!4m7!3m6!1s0x47470e74aec95d35:0x542fdc3b388d1a7f!8m2!3d47.5304022!4d21.6258976!16s%2Fg%2F1q62bknb7!19sChIJNV3JrnQOR0cRfxqNODvcL1Q?authuser=0&hl=am&rclk=1
166,SZILVAdent Fogászat - Dr. Szilágyi Andrea,,Monti Ezredes u. 5/a,+36 30 238 2753,,,https://www.google.com/maps/place/SZILVAdent+Fog%C3%A1szat+-+Dr.+Szil%C3%A1gyi+Andrea/data=!4m7!3m6!1s0x47470e75ca9448e9:0xd80c16a77ee18371!8m2!3d47.5310554!4d21.6323249!16s%2Fg%2F1vxdx1zl!19sChIJ6UiUynUOR0cRcYPhfqcWDNg?authuser=0&hl=am&rclk=1
167,Dr. Rémiás Géza fogszakorvos,,Simonffy u. 4-6,Simonffy u. 4-6,,,https://www.google.com/maps/place/Dr.+R%C3%A9mi%C3%A1s+G%C3%A9za+fogszakorvos/data=!4m7!3m6!1s0x47470fb27d35fe51:0x7682ac793135f448!8m2!3d47.5283526!4d21.6243816!16s%2Fg%2F11n__76cpt!19sChIJUf41fbIPR0cRSPQ1MXmsgnY?authuser=0&hl=am&rclk=1
168,Fogmento Kft.,,Szepességi u. 25,+36 52 421 541,,,https://www.google.com/maps/place/Fogment%C5%91+Kft./data=!4m7!3m6!1s0x47470e0de0e55a83:0x3bc2b688bc4f4fa3!8m2!3d47.5280858!4d21.6159107!16s%2Fg%2F1hhwy96r2!19sChIJg1rl4A0OR0cRo09PvIi2wjs?authuser=0&hl=am&rclk=1
169,Soft-Dent Kft. Dr. Szép János,,?,+36 30 859 2754,,,https://www.google.com/maps/place/Soft-Dent+Kft.+Dr.+Sz%C3%A9p+J%C3%A1nos/data=!4m7!3m6!1s0x47470df9b763277f:0xec06a209c97ee0f7!8m2!3d47.5353916!4d21.6261668!16s%2Fg%2F1tcxylw8!19sChIJfydjt_kNR0cR9-B-yQmiBuw?authuser=0&hl=am&rclk=1
170,Kata Kozmetika,,Szepességi u.,,,,https://www.google.com/maps/place/Kata+Kozmetika/data=!4m7!3m6!1s0x47470e0d8842fb0f:0x8bb376d65e13e8f5!8m2!3d47.5284044!4d21.6159348!16s%2Fg%2F11hyt0r_m_!19sChIJD_tCiA0OR0cR9egTXtZ2s4s?authuser=0&hl=am&rclk=1
171,Dr. Beauty Debrecen,,Batthyány u. 22,,,,https://www.google.com/maps/place/Dr.+Beauty+Debrecen/data=!4m7!3m6!1s0x47470e73cbd6142b:0x4e8b5cde84809bd1!8m2!3d47.5273681!4d21.6289614!16s%2Fg%2F1w96fjfr!19sChIJKxTWy3MOR0cR0ZuAhN5ci04?authuser=0&hl=am&rclk=1
172,Tooth Fogászati Bt.,,Zoványi Jeno u. 6,Zoványi Jeno u. 6,,,https://www.google.com/maps/place/Tooth+Fog%C3%A1szati+Bt./data=!4m7!3m6!1s0x47470db102612107:0xdc3a544e387426f4!8m2!3d47.5558235!4d21.6630658!16s%2Fg%2F11cn8q5l3f!19sChIJByFhArENR0cR9CZ0OE5UOtw?authuser=0&hl=am&rclk=1
173,Dr. Laboda Antal-Fogorvos-Labodent Fogászat,,?,+36 52 438 359,,,https://www.google.com/maps/place/Dr.+Laboda+Antal-Fogorvos-Labodent+Fog%C3%A1szat/data=!4m7!3m6!1s0x47470ddc4439ce43:0x5c83d414cea8e0e7!8m2!3d47.5403333!4d21.6355076!16s%2Fg%2F1vcq6cwg!19sChIJQ845RNwNR0cR5-CozhTUg1w?authuser=0&hl=am&rclk=1
174,Oculeus Kft.,,Kazinczy u. 1,+36 52 446 965,,,https://www.google.com/maps/place/Oculeus+Kft./data=!4m7!3m6!1s0x47470ddf8720e135:0xf224cbfcffa2ba46!8m2!3d47.5342918!4d21.6316812!16s%2Fg%2F12qfmn5vj!19sChIJNeEgh98NR0cRRrqi__zLJPI?authuser=0&hl=am&rclk=1
175,Dr. Veres Júlia Fogszabályozás,,Piac u. 7-9,+36 30 225 0355,,,https://www.google.com/maps/place/Dr.+Veres+J%C3%BAlia+Fogszab%C3%A1lyoz%C3%A1s/data=!4m7!3m6!1s0x47470e0c8261af91:0xe12fcdeb4db36513!8m2!3d47.5308572!4d21.6223027!16s%2Fg%2F11ckfz7bsd!19sChIJka9hggwOR0cRE2WzTevNL-E?authuser=0&hl=am&rclk=1
176,"""BERSZIL"" Bt.",,Fáy András u. 59,+36 70 200 4020,,,https://www.google.com/maps/place/%22BERSZIL%22+Bt./data=!4m7!3m6!1s0x47470dfbb092d4a5:0x16ad3f4eac16606b!8m2!3d47.544404!4d21.6156483!16s%2Fg%2F1hhvsy3lx!19sChIJpdSSsPsNR0cRa2AWrE4_rRY?authuser=0&hl=am&rclk=1
177,Bartaldent Fogorvosi Rendelo,,Ibolya u. 21,+36 52 534 564,,,https://www.google.com/maps/place/Bartaldent+Fogorvosi+Rendel%C5%8D/data=!4m7!3m6!1s0x47470d5a329f4749:0x26b8b397a5648a19!8m2!3d47.5387383!4d21.6145619!16s%2Fg%2F11q1wynshz!19sChIJSUefMloNR0cRGYpkpZezuCY?authuser=0&hl=am&rclk=1
178,Dr. Hamid Leila,,Arany János u. 18,,,,https://www.google.com/maps/place/Dr.+Hamid+Leila/data=!4m7!3m6!1s0x47470fcdcdd3f127:0xdf8c8a3f778569c2!8m2!3d47.5265913!4d21.6235868!16s%2Fg%2F11k2clwyt0!19sChIJJ_HTzc0PR0cRwmmFdz-KjN8?authuser=0&hl=am&rclk=1
179,Nagyerdei Fogászat Bt.,,?,,,,https://www.google.com/maps/place/Nagyerdei+Fog%C3%A1szat+Bt./data=!4m7!3m6!1s0x47470defb62d97cd:0x7d09c725526b66e0!8m2!3d47.5477696!4d21.625496!16s%2Fg%2F1hhwl0ssp!19sChIJzZcttu8NR0cR4GZrUiXHCX0?authuser=0&hl=am&rclk=1
180,"Brillantdent Fogorvosi Rendelo, Debrecen",,Honvédtemeto u. 20,+36 30 955 5921,,,"https://www.google.com/maps/place/Brillantdent+Fogorvosi+Rendel%C5%91,+Debrecen/data=!4m7!3m6!1s0x47470e072722b85b:0xde4d13cd8b92aa01!8m2!3d47.5367839!4d21.607063!16s%2Fg%2F119v_k__8!19sChIJW7giJwcOR0cRAaqSi80TTd4?authuser=0&hl=am&rclk=1"
181,MOLARIS-DENT Kft.,,?,+36 52 411 878,,,https://www.google.com/maps/place/MOLARIS-DENT+Kft./data=!4m7!3m6!1s0x47470fce59be9505:0xcb1c956f7de37aad!8m2!3d47.5175506!4d21.6096346!16s%2Fg%2F11s7frdg4b!19sChIJBZW-Wc4PR0cRrXrjfW-VHMs?authuser=0&hl=am&rclk=1
182,SYGMA DENT debreceni fogászat,,Faragó u. 17,+36 52 688 722,,,https://www.google.com/maps/place/SYGMA+DENT+debreceni+fog%C3%A1szat/data=!4m7!3m6!1s0x47470dde5cbdeeb1:0x9aec5f1d0d0349f4!8m2!3d47.5374002!4d21.6339034!16s%2Fg%2F11g_0yj37!19sChIJse69XN4NR0cR9EkDDR1f7Jo?authuser=0&hl=am&rclk=1
183,Mosolysziget Dental Kft,,Oláh Károly u. 54,,,,https://www.google.com/maps/place/Mosolysziget+Dental+Kft/data=!4m7!3m6!1s0x47470e60d0f387ef:0x1e4485b3cc21446b!8m2!3d47.5145809!4d21.6368049!16s%2Fg%2F11h_6qbky3!19sChIJ74fz0GAOR0cRa0QhzLOFRB4?authuser=0&hl=am&rclk=1
184,LeveletDent,,Kristály u.,,,,https://www.google.com/maps/place/LeveletDent/data=!4m7!3m6!1s0x47470e16f3eafa49:0x4949394965780a96!8m2!3d47.5214882!4d21.6076347!16s%2Fg%2F11fn6t4v1d!19sChIJSfrq8xYOR0cRlgp4ZUk5SUk?authuser=0&hl=am&rclk=1
185,Dentaline Dentistry Szeged,,?,+36 30 974 0222,,,https://www.google.com/maps/place/Dentaline+Dentistry+Szeged/data=!4m7!3m6!1s0x4744862c8569b35d:0x1d44004412730b57!8m2!3d46.2403968!4d20.1186474!16s%2Fg%2F11c8092yxj!19sChIJXbNphSyGREcRVwtzEkQARB0?authuser=0&hl=am&rclk=1
186,Dentoplant Dental and Implant Surgery,,?,+36 30 264 5024,,,https://www.google.com/maps/place/Dentoplant+Dental+and+Implant+Surgery/data=!4m7!3m6!1s0x4744886a27a25245:0x69e481c59a75d443!8m2!3d46.2455869!4d20.1705103!16s%2Fg%2F1tjkdl3f!19sChIJRVKiJ2qIREcRQ9R1msWB5Gk?authuser=0&hl=am&rclk=1
187,PrimaDenta Fogászat - Fogorvos Szeged,,?,+36 30 273 5042,,,https://www.google.com/maps/place/PrimaDenta+Fog%C3%A1szat+-+Fogorvos+Szeged/data=!4m7!3m6!1s0x4744630fd2962fa9:0x532f0f3ea83347d3!8m2!3d46.2796032!4d20.1677558!16s%2Fg%2F11h0mfncbf!19sChIJqS-W0g9jREcR00czqD4PL1M?authuser=0&hl=am&rclk=1
188,Medicina Dental- Esztétikai fogászat és fogszabályozás,,?,+36 62 640 711,,,https://www.google.com/maps/place/Medicina+Dental-+Eszt%C3%A9tikai+fog%C3%A1szat+%C3%A9s+fogszab%C3%A1lyoz%C3%A1s/data=!4m7!3m6!1s0x474489b4cf8f9f8b:0x369ca32fe69ea968!8m2!3d46.2441139!4d20.166576!16s%2Fg%2F11lgfz03mg!19sChIJi5-Pz7SJREcRaKme5i-jnDY?authuser=0&hl=am&rclk=1
189,Liget Fogászati és Fogszabályozási Rendelo - Dr. Vörös Laura Fogorvos Szeged,,?,+36 30 797 4325,,,https://www.google.com/maps/place/Liget+Fog%C3%A1szati+%C3%A9s+Fogszab%C3%A1lyoz%C3%A1si+Rendel%C5%91+-+Dr.+V%C3%B6r%C3%B6s+Laura+Fogorvos+Szeged/data=!4m7!3m6!1s0x4744897d31f122e5:0xe476cb973a27eef7!8m2!3d46.2498895!4d20.1601195!16s%2Fg%2F11g0gbzmwj!19sChIJ5SLxMX2JREcR9-4nOpfLduQ?authuser=0&hl=am&rclk=1
190,Dentha Ultramodern Fogászat és Implantológia,,?,+36 30 206 9532,,,https://www.google.com/maps/place/Dentha+Ultramodern+Fog%C3%A1szat+%C3%A9s+Implantol%C3%B3gia/data=!4m7!3m6!1s0x4744880d917860ef:0x10ed1b7911907492!8m2!3d46.2590606!4d20.1540715!16s%2Fg%2F1tgcqnfr!19sChIJ72B4kQ2IREcRknSQEXkb7RA?authuser=0&hl=am&rclk=1
191,Lelident,,?,,,,https://www.google.com/maps/place/Lelident/data=!4m7!3m6!1s0x4744880a76591cab:0xfbb66f861b5082ba!8m2!3d46.261292!4d20.142346!16s%2Fg%2F11hyt04w25!19sChIJqxxZdgqIREcRuoJQG4Zvtvs?authuser=0&hl=am&rclk=1
192,Dental SiSters fogorvosi és arcesztétikai rendelo Szeged,,?,+36 30 448 8208,,,https://www.google.com/maps/place/Dental+SiSters+fogorvosi+%C3%A9s+arceszt%C3%A9tikai+rendel%C5%91+Szeged/data=!4m7!3m6!1s0x4744896881ee1b59:0x2755d4ee8ec181c4!8m2!3d46.253977!4d20.1286369!16s%2Fg%2F11fl5qvb33!19sChIJWRvugWiJREcRxIHBju7UVSc?authuser=0&hl=am&rclk=1
193,Deák Dental Szeged,,Gém u. 14,+36 70 321 4514,,,https://www.google.com/maps/place/De%C3%A1k+Dental+Szeged/data=!4m7!3m6!1s0x474489eb61802795:0x1379ec7148cbfab8!8m2!3d46.2625626!4d20.1523114!16s%2Fg%2F11rc1w4_0g!19sChIJlSeAYeuJREcRuPrLSHHseRM?authuser=0&hl=am&rclk=1
194,Smiledent Fogorvosi Centrum,,?,+36 30 960 4410,,,https://www.google.com/maps/place/Smiledent+Fogorvosi+Centrum/data=!4m7!3m6!1s0x474487e7369f9d13:0x2e1e2e0021633988!8m2!3d46.2609674!4d20.1342109!16s%2Fg%2F11b76tvcb4!19sChIJE52fNueHREcRiDljIQAuHi4?authuser=0&hl=am&rclk=1
195,River Dent Fogászat Szeged,,Rákóczi u. 61,+36 70 584 8669,,,https://www.google.com/maps/place/River+Dent+Fog%C3%A1szat+Szeged/data=!4m7!3m6!1s0x47448743e7126fa3:0xd167bdfe7109d8fe!8m2!3d46.2452776!4d20.1289927!16s%2Fg%2F11ssl0zkrm!19sChIJo28S50OHREcR_tgJcf69Z9E?authuser=0&hl=am&rclk=1
196,GÉ-Digital Dental fogászat,,Dorozsmai út 95,+36 30 877 9227,,,https://www.google.com/maps/place/G%C3%89-Digital+Dental+fog%C3%A1szat/data=!4m7!3m6!1s0x4743888f8eaf552d:0x510952abcdc6a7c9!8m2!3d46.2734077!4d20.0807011!16s%2Fg%2F11b6n8_f1v!19sChIJLVWvjo-IQ0cRyafGzatSCVE?authuser=0&hl=am&rclk=1
197,Barta és Barta Esztétikai és Altatásos Fogászat,,?,+36 70 310 0006,,,https://www.google.com/maps/place/Barta+%C3%A9s+Barta+Eszt%C3%A9tikai+%C3%A9s+Altat%C3%A1sos+Fog%C3%A1szat/data=!4m7!3m6!1s0x47448870e804e929:0xa3004ed8ddcfc23f!8m2!3d46.2500659!4d20.1366616!16s%2Fg%2F1tsr1zqf!19sChIJKekE6HCIREcRP8LP3dhOAKM?authuser=0&hl=am&rclk=1
198,Dental and Implant Center GGDent,,Fo fasor 30,+36 30 447 4343,,,https://www.google.com/maps/place/Dental+and+Implant+Center+GGDent/data=!4m7!3m6!1s0x4744884023a249d9:0x70d8b7dde9b707d6!8m2!3d46.2462781!4d20.1701275!16s%2Fg%2F11c2pq04cg!19sChIJ2UmiI0CIREcR1ge36d232HA?authuser=0&hl=am&rclk=1
199,VeziDent Fogorvos Dr. Vezendi Tamás,,?,+36 70 311 1629,,,https://www.google.com/maps/place/VeziDent+Fogorvos+Dr.+Vezendi+Tam%C3%A1s/data=!4m7!3m6!1s0x474487df447fd5d7:0x9f0f08bb29af20b4!8m2!3d46.255138!4d20.1361543!16s%2Fg%2F11f37s66t9!19sChIJ19V_RN-HREcRtCCvKbsID58?authuser=0&hl=am&rclk=1
200,Újhíd Dental Fogászat - Dr. Ónodi Beatrix,,?,+36 70 662 3232,,,https://www.google.com/maps/place/%C3%9Ajh%C3%ADd+Dental+Fog%C3%A1szat+-+Dr.+%C3%93nodi+Beatrix/data=!4m7!3m6!1s0x4744899296c4612d:0xc873ba5f0769b27b!8m2!3d46.2523222!4d20.1663631!16s%2Fg%2F11s42v33dv!19sChIJLWHElpKJREcRe7JpB1-6c8g?authuser=0&hl=am&rclk=1
201,Easy-Dent 2000 Kft.,,?,+36 62 451 567,,,https://www.google.com/maps/place/Easy-Dent+2000+Kft./data=!4m7!3m6!1s0x4744880e87846f5f:0xa0b288d93cf88969!8m2!3d46.2612453!4d20.1532125!16s%2Fg%2F1hhw3_g01!19sChIJX2-Ehw6IREcRaYn4PNmIsqA?authuser=0&hl=am&rclk=1
202,Central Dent Fogászati Központ Szeged,,?,+36 30 617 8531,,,https://www.google.com/maps/place/Central+Dent+Fog%C3%A1szati+K%C3%B6zpont+Szeged/data=!4m7!3m6!1s0x4744876ced070f15:0xd72d354344af66a3!8m2!3d46.2705688!4d20.0679889!16s%2Fg%2F11c611ypnn!19sChIJFQ8H7WyHREcRo2avREM1Ldc?authuser=0&hl=am&rclk=1
203,"Wellness Dent - Fogászati Magánrendelés, Dr. Dudás Gábor",,?,+36 30 727 7344,,,"https://www.google.com/maps/place/Wellness+Dent+-+Fog%C3%A1szati+Mag%C3%A1nrendel%C3%A9s,+Dr.+Dud%C3%A1s+G%C3%A1bor/data=!4m7!3m6!1s0x4744899a26bd5f45:0x2e704d3ed47e1949!8m2!3d46.2727653!4d20.1433993!16s%2Fg%2F11qps949zt!19sChIJRV-9JpqJREcRSRl-1D5NcC4?authuser=0&hl=am&rclk=1"
204,Dr. Kocsis András Fogszabályzó Centrum,,?,+36 30 878 9709,,,https://www.google.com/maps/place/Dr.+Kocsis+Andr%C3%A1s+Fogszab%C3%A1lyz%C3%B3+Centrum/data=!4m7!3m6!1s0x47448847a5542d1f:0xde48e2818190dd92!8m2!3d46.2502442!4d20.1753508!16s%2Fg%2F1tkml9z8!19sChIJHy1UpUeIREcRkt2QgYHiSN4?authuser=0&hl=am&rclk=1
205,DIAMOND DENTAL Fogászati Rendelo,,Földmíves u. 17,+36 30 903 9563,,,https://www.google.com/maps/place/DIAMOND+DENTAL+Fog%C3%A1szati+Rendel%C5%91/data=!4m7!3m6!1s0x4744880eea7e03d5:0x134b0ed243ae7d7d!8m2!3d46.2384371!4d20.1334638!16s%2Fg%2F11h_6plsmf!19sChIJ1QN-6g6IREcRfX2uQ9IOSxM?authuser=0&hl=am&rclk=1
206,"Dr. Király Szilvia Fogszakorvos, Fogorvos",,?,+36 20 327 7837,,,"https://www.google.com/maps/place/Dr.+Kir%C3%A1ly+Szilvia+Fogszakorvos,+Fogorvos/data=!4m7!3m6!1s0x474489427a5e35c9:0x161adeba0acac43!8m2!3d46.2433732!4d20.17916!16s%2Fg%2F11g1_whk6z!19sChIJyTVeekKJREcRQ6ysoOutYQE?authuser=0&hl=am&rclk=1"
207,Tace Dental Bt.,,?,+36 62 440 899,,,https://www.google.com/maps/place/Tace+Dental+Bt./data=!4m7!3m6!1s0x474487d2d51b35c5:0x5963e61645d6c1c9!8m2!3d46.2422863!4d20.1325357!16s%2Fg%2F1hhwf6ct7!19sChIJxTUb1dKHREcRycHWRRbmY1k?authuser=0&hl=am&rclk=1
